home_team,away_team,home_elo,away_elo,elo_diff,result
Northern Ireland,Wales,1468.0152255920145,1444.0774104346788,23.937815157335763,0
Northern Ireland,Scotland,1467.3273280296733,1606.925703521987,-139.59837549231383,-1
Wales,Northern Ireland,1444.76530799702,1461.1421780435896,-16.376870046569593,1
Northern Ireland,England,1450.6711626220854,1480.9816604513196,-30.310497829234237,-1
Scotland,England,1613.1108535080707,1490.1114607515733,122.9993927564974,1
Wales,England,1455.2363234185243,1483.5108255714665,-28.274502152942205,-1
Scotland,Wales,1619.7114886881775,1446.0483371987389,173.66315148943863,1
England,Northern Ireland,1492.698811791252,1441.5413623218317,51.15744946942027,1
England,Wales,1501.2369315577862,1440.6682718333518,60.56865972443438,0
Scotland,Northern Ireland,1625.0915540535646,1433.0032425552974,192.0883114982671,1
England,Scotland,1499.5110736843035,1630.0648383920166,-130.55376470771307,0
Wales,Scotland,1442.3941297068345,1626.4746078791536,-184.0804781723191,-1
Northern Ireland,Wales,1428.0299582168454,1437.2466120118988,-9.21665379505339,-1
United States,Canada,1500.0,1500.0,0.0,-1
Wales,Northern Ireland,1446.9813976004837,1418.2951726282606,28.686224972223044,1
Northern Ireland,England,1409.1189574684784,1503.1013041971664,-93.98234672868807,-1
Northern Ireland,Scotland,1401.7598850523964,1631.6221255740893,-229.8622405216929,-1
Scotland,England,1635.8278752152528,1510.4603766132484,125.36749860200439,0
Wales,England,1456.157612760266,1513.9198844141424,-57.762271653876496,-1
Scotland,Wales,1632.3683674143588,1447.8049945318712,184.56337288248756,1
United States,Canada,1490.0,1510.0,-20.0,1
England,Northern Ireland,1522.2725026425371,1397.554135411233,124.71836723130423,1
Scotland,Northern Ireland,1637.5052661499994,1390.9971851686755,246.50808098132393,1
England,Wales,1528.8294528850945,1442.6680957962305,86.16135708886395,1
Northern Ireland,Wales,1387.1008629163016,1435.098400676017,-47.99753775971544,1
England,Scotland,1536.399148005308,1641.4015884023734,-105.00244039706536,-1
Wales,Scotland,1423.725642371747,1648.4681473596843,-224.7425049879373,-1
England,Wales,1529.332589047997,1419.4211720797807,109.91141696821637,1
Wales,Northern Ireland,1412.4832050339462,1398.4736212205717,14.009583813374547,1
Scotland,Wales,1652.7726176516505,1422.0801951966191,230.69242245503142,1
Scotland,England,1656.962516911329,1536.2705560938316,120.69196081749737,-1
Northern Ireland,Scotland,1388.8766310578987,1643.6220228629218,-254.74539180502302,-1
Northern Ireland,England,1385.1269213719709,1549.6110501422388,-164.48412877026794,-1
Scotland,Canada,1647.3717325488496,1499.4249887221547,147.94674382669496,1
England,Wales,1555.2014382716638,1417.8902959369407,137.31114233472317,1
England,Northern Ireland,1561.442980363675,1379.5365332425458,181.90644712112908,1
Scotland,Northern Ireland,1653.3534698350052,1374.3410307864121,279.012439048593,1
England,Scotland,1566.6384828198086,1656.6960166829735,-90.05753386316496,-1
Wales,Scotland,1411.6487538449296,1664.160485487065,-252.51173164213537,0
Northern Ireland,Wales,1370.9984839384438,1417.8597123242962,-46.86122838585243,-1
Wales,Northern Ireland,1426.5190576059467,1362.3391386567932,64.17991894915349,1
Northern Ireland,England,1354.1656567768518,1559.1740140157171,-205.0083572388653,-1
Wales,England,1434.6925394858881,1563.8746157543203,-129.18207626843218,-1
Scotland,Wales,1657.9495270076984,1428.2483299167861,229.70119709091227,1
Northern Ireland,Scotland,1349.4650550382487,1662.1583564861683,-312.69330144791957,-1
Scotland,England,1664.995359922921,1570.3188253234223,94.67653459949861,0
Northern Ireland,Wales,1346.628051601496,1424.0395004383163,-77.41144883682023,1
England,Wales,1572.9783298851873,1411.8475719753735,161.13075790981384,1
England,Northern Ireland,1578.6467981066298,1358.8199800644388,219.826818042191,1
Wales,Scotland,1406.179103753931,1662.3358553611558,-256.1567516072248,-1
Scotland,Northern Ireland,1666.0608751913135,1354.419151222714,311.64172396859954,1
England,Scotland,1583.0476269483547,1668.9126479720194,-85.86502102366467,1
Wales,Northern Ireland,1402.4540839237734,1351.567378442008,50.886705481765375,0
Northern Ireland,England,1353.0216317057784,1595.4699046979308,-242.4482729921524,-1
Wales,England,1400.999830660003,1599.4400683289641,-198.44023766896112,-1
Northern Ireland,Scotland,1349.0514680747451,1656.4903702224433,-307.4389021476982,-1
Scotland,Wales,1659.4018123292017,1396.1619148231123,263.2398975060894,1
Scotland,England,1663.0048149871534,1604.2779841658548,58.72683082129856,-1
England,Northern Ireland,1615.9523623354894,1346.1400259679867,269.81233636750267,1
England,Wales,1619.444955594699,1392.5589121651606,226.8860434295384,1
Wales,Scotland,1388.2959777880822,1651.3304368175188,-263.0344590294367,-1
Scotland,Northern Ireland,1654.9369341010433,1342.6474327087772,312.2895013922662,1
England,Scotland,1623.7078899717774,1657.7796013202112,-34.07171134843384,1
Wales,Northern Ireland,1384.6894805045577,1339.8047654896093,44.88471501494837,1
Northern Ireland,England,1331.0895120338678,1634.6854210256354,-303.5959089917676,0
Wales,England,1393.4047339602992,1627.6523269314948,-234.24759297119567,-1
Scotland,Wales,1646.8020702663532,1389.2822153117136,257.51985495463964,1
Northern Ireland,Scotland,1338.1226061280083,1650.5033636087915,-312.38075748078313,-1
Scotland,England,1653.3447500268308,1631.7748455800804,21.569904446750343,0
England,Northern Ireland,1632.39488093512,1335.281219709969,297.11366122515096,1
Northern Ireland,Wales,1332.2187850550088,1385.5809219692753,-53.36213691426656,0
England,Wales,1635.4573155900803,1384.0570002302006,251.40031535987964,0
Wales,Scotland,1390.2482706570827,1652.7247146717912,-262.4764440147085,0
Scotland,Northern Ireland,1646.3407174509573,1333.7427067940835,312.59801065687384,1
England,Scotland,1629.2660451631982,1649.1790566061752,-19.913011442976995,1
Wales,Northern Ireland,1396.6322678779165,1330.9043676388656,65.727900239051,1
Northern Ireland,England,1322.773918524723,1639.838560951524,-317.0646424268009,-1
Wales,England,1404.762716992059,1642.614852436233,-237.85213544417388,-1
Scotland,Wales,1638.6065408178495,1400.7076922304236,237.89884858742585,1
Northern Ireland,Scotland,1319.997627040014,1642.6606963240038,-322.66306928398967,0
Scotland,England,1635.3608289715014,1646.6698771978683,-11.30904822636694,1
England,Northern Ireland,1636.3444915325242,1327.2974943925165,309.04699714000776,1
Northern Ireland,Wales,1324.4090045392081,1396.6535367242693,-72.24453218506119,1
Wales,Scotland,1384.6036314400305,1645.6862146368455,-261.082583196815,0
Scotland,Northern Ireland,1639.3260463779884,1336.458909823447,302.8671365545415,1
England,Wales,1639.2329813858325,1390.9637996988877,248.26918168694488,1
England,Scotland,1643.097597412258,1642.3035681512433,0.7940292610146571,-1
Wales,Northern Ireland,1387.0991836724622,1333.481388050192,53.61779562227025,-1
Northern Ireland,England,1345.012496543172,1633.0747434527993,-288.06224690962745,-1
Scotland,Wales,1652.326422110702,1375.5680751794823,276.75834693121965,1
Northern Ireland,Scotland,1341.8124737283504,1655.70524811863,-313.89277439027956,-1
Wales,England,1372.1892491715544,1636.2747662676209,-264.0855170960665,-1
Scotland,England,1658.5254830342794,1639.8634122747656,18.66207075951388,-1
England,Northern Ireland,1650.4000338670928,1338.9922388127009,311.40779505439195,1
Northern Ireland,Wales,1336.1371718107598,1368.6006031644097,-32.46343135364987,1
Wales,Scotland,1357.6689402253637,1647.9888614419522,-290.31992121658845,-1
England,Wales,1653.2551008690339,1354.503697274885,298.75140359414877,1
Scotland,Northern Ireland,1651.1541043924308,1347.0688347498058,304.085269642625,1
England,Scotland,1656.2931648259596,1654.113899444049,2.1792653819106818,1
Scotland,Wales,1644.1766229212424,1351.4656333179594,292.710989603283,1
Wales,Northern Ireland,1348.3368898553917,1344.1090396981876,4.227850157204102,1
Northern Ireland,Scotland,1334.2307210014808,1647.30536638381,-313.0746453823292,-1
Northern Ireland,England,1331.3990577218622,1666.2304413487661,-334.83138362690397,-1
Wales,England,1358.2152085520986,1668.7711157157673,-310.55590716366873,0
Scotland,England,1650.1370296634286,1661.6382059399305,-11.501176276501837,1
Scotland,Northern Ireland,1660.4679392638004,1328.858383354861,331.60955590893946,1
Wales,Scotland,1365.3481183279355,1663.0500332853107,-297.70191495737527,0
England,Northern Ireland,1651.3072963395587,1326.2762893333506,325.03100700620803,1
England,Wales,1653.97575069101,1372.2944556596067,281.68129503140335,1
Northern Ireland,Wales,1323.6078349818993,1368.9944601409734,-45.38662515907413,-1
England,Scotland,1657.2757462096433,1656.1036959536395,1.1720502560037858,0
Wales,Northern Ireland,1377.6955085519062,1314.9067865709665,62.78872198093973,-1
Northern Ireland,Scotland,1326.6945705656285,1656.1374301437706,-329.44285957814213,-1
Wales,England,1365.9077245572441,1657.2420120195122,-291.3342874622681,0
Scotland,Wales,1658.7477014923102,1372.7580078865496,285.9896936057605,1
Northern Ireland,England,1324.084299217089,1650.3917286902067,-326.30742947311774,-1
England,Scotland,1653.0432378271882,1661.9799241129006,-8.936686285712312,0
Uruguay,Argentina,1500.0,1500.0,0.0,-1
Austria,Hungary,1500.0,1500.0,0.0,1
England,Northern Ireland,1653.3003996235532,1321.4327900801075,331.8676095434457,1
England,Wales,1655.879155045096,1369.5257852659593,286.35336977913676,1
Wales,Scotland,1366.2992316864693,1661.7227623165356,-295.42353063006635,-1
Scotland,Northern Ireland,1664.810514918998,1318.8540346585646,345.9564802604334,-1
Northern Ireland,Wales,1336.4520389915206,1363.211479084007,-26.75944009248633,1
England,Scotland,1659.105708624586,1647.212510586042,11.893198038543915,-1
Hungary,Czechoslovakia,1490.0,1500.0,-10.0,1
Hungary,Austria,1500.28774368332,1510.0,-9.712256316679941,1
Argentina,Uruguay,1510.0,1490.0,20.0,-1
Austria,Hungary,1499.7205315838,1510.56721209952,-10.846680515719981,1
Wales,England,1352.442799835247,1648.7635285118297,-296.3207286765828,0
Northern Ireland,England,1347.2207182402806,1641.8378199581769,-294.6171017178963,-1
Scotland,Wales,1657.5546906987984,1359.3685083888997,298.18618230989864,0
Wales,Northern Ireland,1366.3220516040817,1344.1208252609433,22.201226343138387,-1
Northern Ireland,Scotland,1354.758959604841,1650.6011474836164,-295.84218787877535,0
Scotland,England,1643.6826127547993,1644.937712937514,-1.2551001827148411,-1
Belgium,France,1500.0,1500.0,0.0,0
Hungary,Austria,1500.2551209245169,1510.0326227588032,-9.77750183428634,1
Austria,Hungary,1499.7512779022222,1510.5364657810978,-10.785187878875604,1
France,Switzerland,1500.0,1500.0,0.0,1
England,Northern Ireland,1654.9015884075181,1361.6774943336582,293.22409407386,0
Wales,Scotland,1355.683917260184,1633.7187372847952,-278.03482002461124,1
Scotland,Northern Ireland,1617.0769803362575,1368.5565385508362,248.52044178542133,1
England,Wales,1648.02254419034,1372.3256742087217,275.6968699816184,1
England,Scotland,1651.4185628100765,1620.937088796079,30.481474013997513,1
Northern Ireland,Wales,1364.6964300910147,1368.9296555889853,-4.2332254979705795,0
Hungary,Austria,1500.2261427923058,1510.0616008910142,-9.835458098708386,0
Guernsey,Alderney,1500.0,1500.0,0.0,1
Jersey,Guernsey,1500.0,1510.0,-10.0,-1
Belgium,Netherlands,1500.0,1500.0,0.0,-1
Belgium,France,1490.0,1510.0,-20.0,1
Netherlands,Belgium,1510.0,1500.5750112778453,9.424988722154694,1
Argentina,Uruguay,1499.4249887221547,1500.5750112778453,-1.1500225556906116,0
Northern Ireland,England,1364.818266086115,1660.5434794945115,-295.7252134083965,-1
Scotland,Wales,1611.812172111644,1368.807819593885,243.00435251775912,-1
Northern Ireland,Scotland,1361.735045164811,1595.7721596559286,-234.03711449111756,-1
Wales,England,1384.8478320496004,1663.6267004158155,-278.7788683662152,-1
Jersey,Guernsey,1490.28774368332,1519.71225631668,-29.424512633359882,-1
Hungary,Czechoslovakia,1500.5091544360346,1489.71225631668,10.796898119354637,0
Wales,Northern Ireland,1381.5015404373487,1357.6085597897884,23.892980647560307,0
Guernsey,Alderney,1528.8673697795948,1490.0,38.86736977959481,1
Scotland,England,1599.8986450309512,1666.9729920280672,-67.07434699711598,1
France,Belgium,1499.4249887221547,1490.8462177367066,8.578770985448045,-1
Belgium,Netherlands,1501.0930844462343,1519.7287935411387,-18.635709094904314,1
Netherlands,Belgium,1509.1929285166734,1511.6289494706996,-2.436020954026162,-1
Uruguay,Argentina,1500.5419110888138,1499.4580889111862,1.0838221776275532,-1
Czechoslovakia,Hungary,1490.022916028356,1500.1984947243586,-10.17557869600273,0
Argentina,Uruguay,1509.4892837198693,1490.5107162801307,18.978567439738526,1
Hungary,Austria,1499.9057017379591,1509.7785892472855,-9.872887509326347,1
England,Northern Ireland,1655.066069085913,1358.2951730062184,296.7708960796947,1
Northern Ireland,Wales,1355.2276175564366,1380.8149272209187,-25.587309664482063,-1
Wales,Scotland,1390.079793830997,1611.8055679731053,-221.72577414210832,1
Scotland,Northern Ireland,1596.1689904699492,1345.9627509463583,250.20623952359097,1
England,Wales,1658.133624535695,1405.716371334153,252.41725320154183,0
Alderney,Jersey,1481.1140493562757,1481.1326302204052,-0.018580864129489782,-1
Jersey,Guernsey,1491.1320954201462,1537.753320423319,-46.62122500317287,-1
England,Scotland,1651.9243366461137,1599.9989594337194,51.925377212394324,0
Hungary,Czechoslovakia,1510.1897898205646,1490.3157090147554,19.87408080580917,1
Belgium,Netherlands,1521.558836300434,1499.263041686939,22.29579461349499,-1
Belgium,France,1510.9179911940387,1489.178122012627,21.739869181411677,-1
Austria,Hungary,1499.49450116468,1519.6183908804524,-20.123889715772293,1
Netherlands,Belgium,1509.9038867933343,1500.293082815801,9.610803977533351,-1
Czechoslovakia,Hungary,1480.8871079548676,1509.0398256329659,-28.15271767809827,1
Hungary,Austria,1498.2312940783104,1510.0730664121666,-11.84177233385617,1
Northern Ireland,England,1342.132781982588,1650.4408330537647,-308.3080510711766,-1
Scotland,Wales,1601.4824630260684,1411.9256592237343,189.55680380233412,1
Switzerland,France,1490.0,1499.8030303908647,-9.803030390864706,-1
Northern Ireland,Scotland,1339.2337639238747,1606.5103983710474,-267.2766344471727,-1
Wales,England,1406.8977238787554,1653.339851112478,-246.44212723372266,-1
Belgium,Netherlands,1510.5696334558477,1499.6273361532876,10.942297302560064,-1
Guernsey,Alderney,1546.41945002619,1471.1145841565346,75.30486586965526,1
Scotland,England,1610.0452692507945,1657.2373645943453,-47.19209534355082,0
Hungary,Czechoslovakia,1508.5719957658944,1491.695639509523,16.87635625637131,1
Switzerland,Germany,1480.2820790443773,1500.0,-19.71792095562273,1
Guernsey,Jersey,1554.2853168867855,1482.4659658172754,71.81935106951005,-1
Wales,Northern Ireland,1403.0002103968882,1335.6988930441275,67.30131735276063,-1
France,Belgium,1509.5209513464874,1500.254792912721,9.26615843376635,-1
Netherlands,Belgium,1509.9421766964142,1510.521431174559,-0.5792544781447759,1
Austria,Hungary,1499.7323647245826,1518.0866368515483,-18.354272126965725,1
Netherlands,France,1519.9588489650469,1499.2543130846495,20.704535880397316,1
Austria,England,1510.2601522535315,1655.8873591203148,-145.62720686678335,-1
Austria,Germany,1504.2222832036834,1489.4330811415753,14.789202062108188,1
Austria,England,1513.7968726578151,1661.9252281701629,-148.12835551234775,-1
Hungary,England,1507.5588493225994,1667.9025831798715,-160.34373385727213,-1
Czechoslovakia,England,1482.1809984238691,1673.5894717406852,-191.40847331681607,-1
Sweden,Norway,1500.0,1500.0,0.0,1
Uruguay,Argentina,1481.0564207006832,1518.9435792993168,-37.887158598633505,0
Argentina,Uruguay,1517.8574012247416,1482.1425987752584,35.71480244948316,1
Argentina,Uruguay,1526.8330521065411,1473.1669478934589,53.666104213082235,-1
Netherlands,Sweden,1529.363628945919,1510.0,19.36362894591889,1
Belgium,Sweden,1500.5047589059263,1500.5567537044985,-0.05199479857219558,1
Hungary,Austria,1501.8719607617857,1507.8195176481065,-5.947556886320854,1
England,Northern Ireland,1678.5773935295526,1347.612110379903,330.9652831496496,1
Wales,Scotland,1391.0869930611127,1611.395274724825,-220.30828166371225,1
Scotland,Northern Ireland,1595.7865977799659,1345.0216649298013,250.76493285016454,1
England,Wales,1681.1678389796543,1406.6956700059718,274.4721689736825,1
Guernsey,Jersey,1542.2471379929582,1494.5041447111028,47.74299328185543,1
Northern Ireland,Wales,1341.2016448470943,1403.2797286749724,-62.07808382787812,-1
Belgium,Netherlands,1510.5062554365165,1538.8068752414204,-28.300619804903818,-1
Guernsey,Alderney,1550.8815687263566,1463.248717295939,87.63285143041753,1
England,Scotland,1684.5837803106538,1599.606617862673,84.97716244798085,1
Germany,Switzerland,1479.8584916874436,1490.848997902802,-10.990506215358437,1
Hungary,Germany,1512.0431284902102,1490.1747184131382,21.868410077071985,0
Netherlands,Belgium,1547.994114695946,1501.3190159819908,46.67509871395532,1
Austria,Hungary,1497.648349919682,1511.414534940697,-13.766185021014962,-1
Belgium,France,1492.6544093690368,1489.8495331037775,2.8048762652592814,1
Hungary,England,1521.018519501838,1692.185572632618,-171.16705313078,-1
Hungary,Austria,1515.5817575702813,1488.044365358541,27.537392211740325,0
Hungary,England,1514.790823230037,1697.6223345641747,-182.83151133413776,-1
Austria,England,1488.8352996987853,1702.797383758376,-213.96208405959078,-1
Argentina,Uruguay,1515.30058580529,1484.69941419471,30.601171610579968,1
Uruguay,Argentina,1475.577916198707,1524.422083801293,-48.84416760258591,0
Argentina,Uruguay,1523.0254247796167,1476.9745752203833,46.050849559233484,1
Hungary,Austria,1509.6157740358356,1484.3174959770488,25.298278058786764,0
Northern Ireland,England,1332.9696215551025,1707.3151874801126,-374.3455659250101,0
Scotland,Wales,1592.0048255407087,1411.511751966964,180.4930735737446,1
Belgium,Netherlands,1502.5736802944084,1556.6587213089,-54.08504101449171,1
Wales,England,1406.2848985297314,1699.3926602243898,-293.1077616946584,-1
Northern Ireland,Scotland,1340.8921488108253,1597.2316789779413,-256.339530167116,1
Scotland,England,1580.953510526834,1702.5153802640352,-121.56186973720128,1
France,Belgium,1479.9302621784059,1514.1179192092186,-34.187657030812716,-1
Switzerland,Germany,1480.5327711771074,1490.8033119626514,-10.270540785543972,-1
Jersey,Alderney,1485.8697139777044,1455.7188324418053,30.15088153589909,1
Netherlands,Belgium,1545.11448239409,1523.1370829673447,21.97739942674525,1
Wales,Northern Ireland,1403.162178490086,1357.1703172619327,45.99186122815331,1
Guernsey,Jersey,1558.4114535804904,1495.0040737972315,63.407379783258875,-1
Netherlands,Germany,1554.4827643357303,1500.507788112662,53.974976223068325,1
Austria,Hungary,1485.0443548221324,1508.888915190752,-23.844560368619568,1
Italy,France,1500.0,1470.9110984202798,29.088901579720186,1
Germany,Belgium,1492.048934501482,1513.7688010257043,-21.719866524222198,-1
Hungary,Italy,1498.2036890650616,1509.1647049514536,-10.961015886392033,1
Argentina,Chile,1531.7076825365891,1500.0,31.707682536589118,1
Chile,Uruguay,1490.91009521089,1468.2923174634109,22.617777747479067,-1
Argentina,Chile,1540.7975873256992,1480.2600212953432,60.53756603035595,1
Argentina,Uruguay,1549.0725977572774,1478.9423913789576,70.13020637831983,1
Uruguay,Argentina,1470.933926583032,1557.081062553203,-86.14713597017112,1
Chile,Argentina,1471.985010863765,1544.6511428181395,-72.66613195437458,-1
Norway,Sweden,1490.0,1490.5552571739083,-0.5552571739083305,-1
Germany,Netherlands,1482.6732694031616,1562.9416179469101,-80.26834854374852,-1
Hungary,Austria,1508.519067837378,1495.7295809478228,12.789486889555292,1
Argentina,Uruguay,1552.5896157238576,1483.3638463180955,69.2257694057621,0
Argentina,Uruguay,1550.6230927430126,1485.3303692989405,65.29272344407218,-1
France,Hungary,1461.7463934688262,1518.1511229945725,-56.404729525746234,-1
Italy,Hungary,1498.849326179137,1526.5417783219852,-27.692452142848197,-1
Switzerland,Hungary,1470.8282950270968,1535.7464090744152,-64.91811404731834,1
Northern Ireland,Wales,1348.4863911287175,1411.8461046233012,-63.35971349458373,-1
England,Northern Ireland,1689.1526608243828,1340.2900796195195,348.8625812048633,1
Wales,Scotland,1420.0424161324993,1594.3162299664864,-174.2738138339871,0
England,Wales,1691.5195238635501,1424.6761643669,266.84335949665024,1
Scotland,Northern Ireland,1589.6824817320858,1337.9232165803521,251.75926515173364,1
Belgium,Netherlands,1523.1444661240248,1570.6715545850332,-47.52708846100836,-1
Germany,Switzerland,1474.9433327650386,1482.6753432773264,-7.732010512287843,1
England,Scotland,1695.0616587801994,1593.4848441914053,101.57681458879415,0
Netherlands,Belgium,1579.3120841935965,1514.5039365154614,64.80814767813513,1
France,Italy,1453.3557381414134,1489.6446954267071,-36.28895728529369,0
Guernsey,Alderney,1546.6064378098833,1446.584472622278,100.02196518760525,1
Belgium,Germany,1506.34792748022,1485.1658411846283,21.182086295591716,1
Switzerland,France,1472.4528348577367,1454.3964365810602,18.05639827667642,1
Jersey,Guernsey,1506.8090895678386,1553.8045552264393,-46.99546565860078,1
Belgium,France,1515.739012281072,1444.9156741089366,70.82333817213544,1
Austria,Hungary,1486.0975257906284,1523.8993608241856,-37.801835033557154,1
Italy,Switzerland,1488.6039969870603,1481.9335973298603,6.670399657200051,0
Switzerland,Italy,1482.1255632794225,1488.412031037498,-6.28646775807556,1
Sweden,Germany,1500.5392756013719,1475.7747563837763,24.764519217595534,-1
Argentina,Uruguay,1538.7656322868675,1497.1878297550857,41.5778025317818,-1
Sweden,Norway,1489.8277000998796,1480.0159815725365,9.811718527343146,1
Uruguay,Argentina,1508.3788549577616,1527.5746070841915,-19.195752126429852,-1
Uruguay,Argentina,1498.9307916273885,1537.0226704145646,-38.09187878717603,0
Germany,Austria,1486.4863318852686,1497.181276964123,-10.694945078854516,-1
Argentina,Uruguay,1535.930669909212,1500.0227921327412,35.90787777647074,1
Finland,Sweden,1500.0,1499.5453711899825,0.45462881001753885,-1
Germany,Sweden,1476.7940599579294,1509.558456451524,-32.76439649359463,-1
Hungary,Switzerland,1512.815609650691,1492.3064826229954,20.509127027695513,1
Luxembourg,France,1500.0,1436.9263603585239,63.07363964147612,-1
Uruguay,Argentina,1491.0526397812657,1544.9008222606874,-53.848182479421666,1
Hungary,Austria,1522.2259942112644,1506.8735488914622,15.3524453198022,1
Germany,Hungary,1467.734309485001,1531.7844026899045,-64.05009320490353,-1
France,Belgium,1448.7220816722863,1523.7283260314848,-75.00624435919849,0
Northern Ireland,England,1334.1208541210326,1692.2185892421592,-358.09773512112656,-1
France,Catalonia,1450.848009752863,1500.0,-49.151990247137064,1
France,Switzerland,1462.2533547201667,1482.896098062422,-20.642743342255244,1
Belgium,Switzerland,1521.6023979509082,1472.3026502931452,49.299747657762964,1
Scotland,Wales,1596.3279137294455,1421.1340294502506,175.1938842791949,1
Belgium,Netherlands,1530.192884425425,1587.468093228838,-57.27520880341285,-1
Wales,England,1415.7885478424632,1694.4767474447167,-278.68819960225346,-1
Northern Ireland,Scotland,1331.862695918475,1601.673395337233,-269.81069941875785,-1
Italy,France,1478.2311116939252,1472.8468024894435,5.384309204481724,-1
Scotland,England,1605.166015760146,1697.8244936233461,-92.65847786320023,0
Netherlands,Germany,1595.834352943009,1459.557215335509,136.27713760749998,0
Wales,Northern Ireland,1412.4408016638338,1328.370075495562,84.07072616827168,-1
Hungary,Germany,1539.9614968393964,1463.290087699208,76.67140914018842,0
Jersey,Guernsey,1518.1535383050887,1542.4601064891892,-24.30656818410057,0
Jersey,Guernsey,1518.851998433851,1541.761646360427,-22.9096479265761,-1
Guernsey,Alderney,1551.1032077056354,1439.386355205722,111.71685249991333,1
Netherlands,Belgium,1592.10148057931,1521.826624711254,70.27485586805597,1
Austria,Hungary,1497.315140412822,1537.7898544998118,-40.47471408698971,0
Switzerland,Germany,1463.7121638186284,1465.4617300387927,-1.7495662201642972,-1
Norway,Sweden,1470.2983104824336,1518.6182069244526,-48.319896442018944,-1
Sweden,Hungary,1527.2363463984234,1536.6301400907262,-9.39379369230278,0
Norway,Hungary,1461.6801710084628,1536.3598308387748,-74.67965983031195,-1
Sweden,Finland,1527.5066556503748,1489.9869147384584,37.519740911916415,1
Austria,Italy,1498.4748548219077,1468.076151222756,30.39870359915176,1
Austria,Norway,1507.6021356364836,1453.7971222726576,53.80501336382599,0
Hungary,Austria,1544.24287957458,1506.0657653420167,38.177114232563326,1
Norway,Russia,1455.3334925671245,1500.0,-44.666507432875505,1
Netherlands,Austria,1600.1059474871522,1497.1601898012796,102.94575768587265,1
Russia,Hungary,1488.7214308078478,1553.1484551153171,-64.42702430746931,-1
Russia,Hungary,1480.554823020582,1561.315062902583,-80.76023988200086,-1
Uruguay,Argentina,1502.590223231039,1533.363238810914,-30.773015579874937,1
Uruguay,Argentina,1513.4736329163638,1522.4798291255893,-9.006196209225436,1
Argentina,Uruguay,1512.2206680061943,1523.7327940357588,-11.51212602956457,-1
Argentina,Uruguay,1502.5518924203618,1533.4015696215913,-30.849677201229497,0
Denmark,Germany,1500.0,1475.411373900711,24.58862609928906,1
Hungary,Austria,1569.0315756696903,1490.0394351487155,78.99214052097477,1
Sweden,Norway,1536.4309291399452,1466.6120617592767,69.81886738066851,1
Germany,Netherlands,1466.11791224428,1607.2267021397163,-141.1087898954363,-1
Uruguay,Argentina,1532.5159706999405,1503.4374913420127,29.07847935792779,-1
Catalonia,France,1488.5946550326962,1483.0017629606127,5.592892072083487,1
Italy,Austria,1458.94887040818,1482.2746302533037,-23.325759845123684,-1
France,Italy,1473.1627254311393,1449.6192328569273,23.543492574211996,1
Northern Ireland,Wales,1340.7436790037889,1400.067198155607,-59.32351915181812,-1
Philippines,China PR,1500.0,1500.0,0.0,1
Northern Ireland,England,1332.4347449466582,1695.219048018597,-362.7843030719389,1
Belgium,France,1513.8221578034118,1482.486124555928,31.336033247483783,1
Wales,Scotland,1408.3761322127377,1607.771461364895,-199.39532915215727,0
Belgium,Netherlands,1522.9226719479464,1613.3747673340679,-90.45209538612153,0
Switzerland,France,1453.76251995671,1473.3856104113934,-19.62309045468328,-1
